brgyDesc,muncity,province,region,zipCode
Nalsian Sur,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Nansangaan,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Olea,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Pacuan,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Palapar Norte,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Palapar Sur,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Palong,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Pamaranum,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Pasima,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Payar,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Poblacion,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Polong Norte,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Polong Sur,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Potiocan,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
San Julian,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Tabo-Sili,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Tobor,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Talospatang,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Taloy,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Taloyan,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Tambac,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Tolonguat,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Tomling,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Umando,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Viado,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Waig,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Warey,Malasiqui,Pangasinan,REGION I (Ilocos Region),2421
Babasit,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Baguinay,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Baritao,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Bisal,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Bucao,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Cabanbanan,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Calaocan,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Inamotan,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Lelemaan,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Licsi,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Lipit Norte,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Lipit Sur,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Parian,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Matolong,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Mermer,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Nalsian,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Oraan East,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Oraan West,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Pantal,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Pao,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Poblacion,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Pugaro,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
San Ramon,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Santa Ines,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Sapang,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Tebuel,Manaoag,Pangasinan,REGION I (Ilocos Region),2430
Alitaya,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Amansabina,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Anolid,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Banaoang,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Bantayan,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Bari,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Bateng,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Buenlag,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
David,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Embarcadero,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Gueguesangen,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Guesang,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Guiguilonen,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Guilig,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Inlambo,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Lanas,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Landas,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Maasin,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Macayug,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Malabago,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Navaluan,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Nibaliw,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Osiem,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Palua,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Poblacion,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Pogo,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Salaan,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Salay,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Tebag,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Talogtog,Mangaldan,Pangasinan,REGION I (Ilocos Region),2432
Andangin,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Arellano Street (Pob.),Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Bantay,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Bantocaling,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Baracbac,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Peania Pedania (Bedania),Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Bogtong Bolo,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Bogtong Bunao,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Bogtong Centro,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Bogtong Niog,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Bogtong Silag,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Buaya,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Buenlag,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Bueno,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Bunagan,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Bunlalacao,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Burgos Street (Pob.),Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Cabaluyan 1st,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Cabaluyan 2nd,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Cabarabuan,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Cabaruan,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Cabayaoasan,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Cabayugan,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Cacaoiten,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Calumboyan Norte,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Calumboyan Sur,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Calvo (Pob.),Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Casilagan,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Catarataraan,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Caturay Norte,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Caturay Sur,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Caviernesan,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Dorongan Ketaket,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Dorongan Linmansangan,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Dorongan Punta,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Dorongan Sawat,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Dorongan Valerio,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
General Luna (Pob.),Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Historia,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Lawak Langka,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Linmansangan,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Lopez (Pob.),Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Mabini (Pob.),Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Macarang,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Malabobo,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Malibong,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Malunec,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Maravilla (Pob.),Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Maravilla-Arellano Ext. (Pob.),Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Muelang,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Naguilayan East,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Naguilayan West,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Nancasalan,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Niog-Cabison-Bulaney,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Olegario-Caoile (Pob.),Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Olo Cacamposan,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Olo Cafabrosan,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Olo Cagarlitan,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Osme̱a (Pob.),Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Pacalat,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Pampano,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Parian,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Paul,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Pogon-Aniat,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Pogon-Lomboy (Pob.),Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Ponglo-Baleg,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Ponglo-Muelag,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Quetegan (Pogon-Baleg),Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Quezon (Pob.),Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Salavante,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Sapang,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Sonson Ongkit,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Suaco,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Tagac,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Takipan,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Talogtog,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Tococ Barikir,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Torre 1st,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Torre 2nd,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Torres Bugallon (Pob.),Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Umangan,Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Zamora (Pob.),Mangatarem,Pangasinan,REGION I (Ilocos Region),2413
Amanoaoac,Mapandan,Pangasinan,REGION I (Ilocos Region),2429
Apaya,Mapandan,Pangasinan,REGION I (Ilocos Region),2429
Aserda,Mapandan,Pangasinan,REGION I (Ilocos Region),2429
Baloling,Mapandan,Pangasinan,REGION I (Ilocos Region),2429
Coral,Mapandan,Pangasinan,REGION I (Ilocos Region),2429
Golden,Mapandan,Pangasinan,REGION I (Ilocos Region),2429
Jimenez,Mapandan,Pangasinan,REGION I (Ilocos Region),2429
Lambayan,Mapandan,Pangasinan,REGION I (Ilocos Region),2429
Luyan (Luyan South),Mapandan,Pangasinan,REGION I (Ilocos Region),2429
Nilombot,Mapandan,Pangasinan,REGION I (Ilocos Region),2429
Pias,Mapandan,Pangasinan,REGION I (Ilocos Region),2429
Poblacion,Mapandan,Pangasinan,REGION I (Ilocos Region),2429
Primicias,Mapandan,Pangasinan,REGION I (Ilocos Region),2429
Santa Maria (Luyan North),Mapandan,Pangasinan,REGION I (Ilocos Region),2429
Torres,Mapandan,Pangasinan,REGION I (Ilocos Region),2429
Barangobong,Natividad,Pangasinan,REGION I (Ilocos Region),2446
Batchelor East,Natividad,Pangasinan,REGION I (Ilocos Region),2446
Batchelor West,Natividad,Pangasinan,REGION I (Ilocos Region),2446
Burgos (San Narciso),Natividad,Pangasinan,REGION I (Ilocos Region),2446
Cacandungan,Natividad,Pangasinan,REGION I (Ilocos Region),2446
Calapugan,Natividad,Pangasinan,REGION I (Ilocos Region),2446
Canarem,Natividad,Pangasinan,REGION I (Ilocos Region),2446
Luna,Natividad,Pangasinan,REGION I (Ilocos Region),2446
Poblacion East,Natividad,Pangasinan,REGION I (Ilocos Region),2446
Poblacion West,Natividad,Pangasinan,REGION I (Ilocos Region),2446
Rizal,Natividad,Pangasinan,REGION I (Ilocos Region),2446
Salud,Natividad,Pangasinan,REGION I (Ilocos Region),2446
San Eugenio,Natividad,Pangasinan,REGION I (Ilocos Region),2446
San Macario Norte,Natividad,Pangasinan,REGION I (Ilocos Region),2446
San Macario Sur,Natividad,Pangasinan,REGION I (Ilocos Region),2446
San Maximo,Natividad,Pangasinan,REGION I (Ilocos Region),2446
San Miguel,Natividad,Pangasinan,REGION I (Ilocos Region),2446
Silag,Natividad,Pangasinan,REGION I (Ilocos Region),2446
Alipangpang,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Amagbagan,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Balacag,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Banding,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Bantugan,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Batakil,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Bobonan,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Buneg,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Cablong,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Casta̱o,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Dilan,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Don Benito,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Haway,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Imbalbalatong,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Inoman,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Laoac,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Maambal,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Malasin,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Malokiat,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Manaol,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Nama,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Nantangalan,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Palacpalac,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Palguyod,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Poblacion I,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Poblacion II,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Poblacion III,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Poblacion IV,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Rosario,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Sugcong,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Talogtog,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Tulnac,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Villegas,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Casanfernandoan,Pozorrubio,Pangasinan,REGION I (Ilocos Region),2435
Acop,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Bakitbakit,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Balingcanaway,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Cabalaoangan Norte,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Cabalaoangan Sur,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Camangaan,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Capitan Tomas,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Carmay West,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Carmen East,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Carmen West,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Casanicolasan,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Coliling,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Calanutan (Don Felix Coloma),Rosales,Pangasinan,REGION I (Ilocos Region),2441
Guiling,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Palakipak,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Pangaoan,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Rabago,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Rizal,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Salvacion,Rosales,Pangasinan,REGION I (Ilocos Region),2441
San Antonio,Rosales,Pangasinan,REGION I (Ilocos Region),2441
San Bartolome,Rosales,Pangasinan,REGION I (Ilocos Region),2441
San Isidro,Rosales,Pangasinan,REGION I (Ilocos Region),2441
San Luis,Rosales,Pangasinan,REGION I (Ilocos Region),2441
San Pedro East,Rosales,Pangasinan,REGION I (Ilocos Region),2441
San Pedro West,Rosales,Pangasinan,REGION I (Ilocos Region),2441
San Vicente,Rosales,Pangasinan,REGION I (Ilocos Region),2441
San Angel,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Station District,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Tomana East,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Tomana West,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Zone I (Pob.),Rosales,Pangasinan,REGION I (Ilocos Region),2441
Zone IV (Pob.),Rosales,Pangasinan,REGION I (Ilocos Region),2441
Carmay East,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Don Antonio Village,Rosales,Pangasinan,REGION I (Ilocos Region),2441
Zone II (Pob.),Rosales,Pangasinan,REGION I (Ilocos Region),2441
Zone III (Pob.),Rosales,Pangasinan,REGION I (Ilocos Region),2441
Zone V (Pob.),Rosales,Pangasinan,REGION I (Ilocos Region),2441
Abanon,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Agdao,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Anando,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Ano,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Antipangol,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Aponit,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Bacnar,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Balaya,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Balayong,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Baldog,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Balite Sur,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Balococ,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Bani,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Bega,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Bocboc,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Bugallon-Posadas Street (Pob.),San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Bogaoan,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Bolingit,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Bolosan,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Bonifacio (Pob.),San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Buenglat,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Burgos Padlan (Pob.),San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Cacaritan,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Caingal,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Calobaoan,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Calomboyan,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Capataan,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Caoayan-Kiling,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Cobol,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Coliling,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Cruz,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Doyong,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Gamata,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Guelew,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Ilang,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Inerangan,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Isla,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Libas,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Lilimasan,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Longos,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Lucban (Pob.),San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Mabalbalino,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Mabini (Pob.),San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Magtaking,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Malaca̱ang,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Maliwara,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Mamarlao,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Manzon,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Matagdem,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Mestizo Norte,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Naguilayan,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Nilentap,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Padilla-Gomez,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Pagal,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Palaming,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Palaris (Pob.),San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Palospos,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Pangalangan,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Pangoloan,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
Pangpang,San Carlos City,Pangasinan,REGION I (Ilocos Region),2420
